29,,rbi,are-a,IA,((bIAc) <> (cIGd)) & ((bIAc) > (bIGe)) & ((bIAc) > (cIGf)) & (d=property) & (e=thing) & (f=adjective),,,,,,,,,,,
30,,rbi,are-g ,IG,((bIGc) <> (cIGd)) & ((eIGf) <> (eIGg)) & (d=concept-n) & (g=instance),,,,,,,,,,,
31,,rbis,at,S,((bIGc) <> (dSb)) & ((dIGf) <> (dSb)) & (c=point) & (f=particle) ,,,,,,,,,,,
32,,rbi,at-i ,AI,((dAIb) > (dIGc)) & ((bIGf) <> (dAIb)) & (c=relationship) & (f=imagination) ,,,,,,,,,,,
33,,rbi,at-n ,N,((bIGc) <> (dNb)) & ((eIGf) <> ((eNh) & (hAFg))) & ((jIGk) <> (mNg)) & ((nIGo) <> (nNp)) & (f=whole) & (c=number) & (g=1) & (k=individual) & (p=0) & (o=contradiction) ,,,,,,,,,,,
34,,rbi,at-p ,P,((dPb) > (dIGc)) & ((bIGf) <> (dPb)) & (c=relationship) & (f=possible world) ,,,,,,,,,,,
35,,rbi,at-s ,SS,((bIGc) <> (dSSb)) & ((dIGc) <> (dSSb)) & (f=sensation) & (c=point-s) ,,,,,,,,,,,
36,,rbit,at-t ,T,((dTb) > (dIGc)) & ((bIGf) <> (dTb)) & (c=relationship) & (f=moment) ,,,,,,,,,,,
37,,rbi,at-z,Z,((bIGc) <> (dZb)) & (c=point-a),,,,,,,,,,,
38,,rbi,desire,DS,((dDSb) > ((bIGc) & (bIAe))) & ((bIGf) <> (dDSb)) & (c=relationship) & (f=mind) & (e=open-r),,,,,,,,,,,
39,,r,have,H,((bHc) <> (cIGd)) & ((bHc) > (bIGe)) & ((bHc) > (cIGf)) & (d=property-n) & (e=thing) & (f=noun),,,,,,,,,,,
40,,rbi,has-w ,HW,((bIGc) <> (bHWd)) & ((dIGe) <> (bHWd)) & (d=whole) & (e=part),,,,,,,,,,,
41,,rbi,in-o,I,((c=reality-t) <> (pIc)) & ((dIGe) > (d~IGc)) & ((c=reality-t) > ((cIGf) & (cIGg))) & ((qIc) > (cHWq)) &  (e=thing) & (f=non_relationship) & (g=relationship),,,,,,,,,,,
42,,rbts,in front of,FR,((bIGc) <> (dFRb)) & ((bIGc) <> (bFRe)) & (c=point),,,,,,,,,,,
43,,rbi,is-v,IV,((bIVc) <> (bIGd)) & ((bIVc) <> (cIGf)) & ((bIVc) > (bIGe)) & (d=property-v) & (f=adverb) & (e=non_whole),,,,,,,,,,,
44,,rbi,is-y,IY,((bIYc) <> (cIGd)) & ((bIYc) <> (cIGf)) & ((bIYc) > (bIGe)) & (d=property-d) & (f=determinative) & (e=non_whole),,,,,,,,,,,
45,,rbts,left of,LF,((bIGc) <> (dLFb)) & ((bIGc) <> (bLFe)) & (c=point),,,,,,,,,,,
46,,rbi,think about,TK,((bTKd) > (dIGc)) & ((bIGf) <> (bTKd)) & (c=relationship) & (f=mind) ,,,,,,,,,,,
47,,rbi,think about,TK,"E.g.  The major difference between the TK relation and the B relation is that in the sentence: ""I think about the sentence: 'The Big Bang happened'"", it doesn't follow that I think that the 'Big Bang Happened' is true.",,,,,,,,,,,
48,,,.,,,,,,,,,,,,,
49,,,.,,"Atomic Concepts-n, properties and indexicals",,,,,,,,,,,
50,,,.,,,,,,,,,,,,,
51,,n,concept-n,,(c=concept-n) & ((bIGc) <> (zIGb)) & ((bIGc) > (bIGe)) & (e=non_whole),,,,,,,,,,,
52,,a,consistent,,(c=consistent) & ((pIAc) k^ (pPq)) & ((pIAc) > (pIGd)) & (d=relationship),,,,,,,,,,,
53,,a,contradictory,,(c=contradictory) & ((pIAc) e^ ((_IGd) & (p~P_))) & (d=possible world) & ((pIAc) > (pIGd)) & (d=relationship),,,,,,,,,,,
54,,aa,extant,,((bIAc) > (cIGd)) & (d=property),,,,,,,,,,,
55,,n,fact,,(c=fact) & ((bIGc) <> (bId)) & ((bIGc) > (bIGe)) & (((hAg) & (bIGc)) > (b~Id Th)) & (d=reality) & (e=relationship) & (g=now),,,,,,,,,,,
56,,na,here,,(b=here) > (cSb),,,,,,,,,,,
57,,n,imagination,,(c=imagination) & ((bIGc) <> (dAIb)) & ((bIGc) > (bIGf)) & (f=non_relationship),,,,,,,,,,,
58,,n,instance,,(c=instance) & ((bIGc) <> (bIGd)),,,,,,,,,,,
59,,n,integer,,(c=integer) & ((bIGc) <> (bAFd)) & ((bIGc) <> (eAFb)) & ((bIGc) <> (fNb)) & ((bIGc) > (bIGg)) & (g=non_whole),,,,,,,,,,,
60,,n,letter,,(c=letter) & ((bIGc) <> ((dPe) & (jPg))) & ((bIGc) > (bIGm)) & (hIGc) & (db^bALh) & (jb^(kIGc) > (k~ALb)) & (m=non_whole),,,,,,,,,,,
61,,n,mind,,(c=mind) & ((bIGc) > (bTKz)),,,,,,,,,,,
62,,n,mind-a,,(c=mind) & ((bIGc) <> (bTKh)) & ((bIGc) <> (bDSt)) & ((bIGc) > (bIGj)) & (((bTKr) & (rCRRq) & (sHWb) & (qPh) & (To)) > ((qPe) & (;qPf) & (Tg) & (gAo))) & (j=non_whole) & (rb^sRt INSm) & (qb^sQu INSm),,,,,,,,,,,
63,,n,mind-a,,EXP: what the last part of the definition means is that the mind has causal powers where if someone thinks r and at time 1 then it's possible that q is actual at time 2 and r corresponds to q.,,,,,,,,,,,
64,,n,moment,,(c=moment) & ((bIGc) <> (dTb)) & ((bIGc) <> (bAh)) & ((bIGc) <> (eAb)) & ((bIGc) > (bIGf)) & (f=non_whole),,,,,,,,,,,
65,,na,now,,(b=now) > (cSb),,,,,,,,,,,
66,,n,part,,(c=part) & ((bIGc) <> (dHWb)),,,,,,,,,,,
67,,n,part-p,,(c=part-p) & (((bIGc) & (bOFd)) <> (dHWb)),,,,,,,,,,,
68,,n,particle,,(c=particle) & ((bIGc) <> (bSd)) & ((bIGd) <> (hTg)) & ((bIGc) > (bIGf)) & (f=non_whole) & (g=now) & (hb^bSd),,,,,,,,,,,
69,,n,particle-m,,(c=particle-m) & ((bIGc) <> (bSSd)) & ((bIGd) <> (hTg)) & ((bIGc) > (bIGf)) & (f=non_whole) & (g=now) & (hb^bSSd),,,,,,,,,,,
70,,n,point,,(c=point) & ((bIGc) <> (dSb)) & ((bIGc) <> (eABb)) & ((bIGc) <> (bABm)) & ((bIGc) <> (fFRb)) & ((bIGc) <> (bFRj)) & ((bIGc) <> (gLFb)) & ((bIGc) <> (bLFk)) & ((bIGc) > (bIGh)) & (h=non_whole),,,,,,,,,,,
71,,n,point-s,,(c=point-s) & ((bIGc) <> (dSSb)) & ((bIGc) > (bIGe)) & (e=non_whole),,,,,,,,,,,
72,,n,point-s,,"e.g. points-s are located in a mental space, for instance, if I say that I see the Eiffel Tower in my mind and I'm not in Paris, then that Eiffel Tower is located in a region in my mental space.",,,,,,,,,,,
73,,n,point-b,,(c=point-b) & ((bIGc) <> (dZb)) & ((bIGc) <> (eABb)) & ((bIGc) <> (bABm)) & ((bIGc) <> (gLFb)) & ((bIGc) <> (bLFk)) & ((bIGc) > (bIGh)) & (h=non_whole),,,,,,,,,,,
74,,n,point-b,,EXP: the difference between point-b and point is that point-b exists in 2 dimensional space whereas point exists in three dimensional space,,,,,,,,,,,
75,,n,possible relationship,,(c=possible relationship) & ((pIGc) <> (pPb)),,,,,,,,,,,
76,,n,possible world,,(c=possible world) & ((bIGc) <> (pPb)),,,,,,,,,,,
77,,n,property,,(c=property) & ((bIGc) <> (dIAb)) & ((bIGc) > (bIGe)) & (e=non_whole),,,,,,,,,,,
78,,n,property-d,,(c=property-d) & ((bIGc) <> (dIYb)) & ((bIGc) > (bIGe)) & (e=non_whole),,,,,,,,,,,
79,,,property-d,,"EXP: In 'the man walked', 'the' is a property-d of man in that it means he is an individual",,,,,,,,,,,
80,,n,property-n,,(c=property-n) & ((bIGc) <> (dHb)) & ((bIGc) > (bIGe)) & (e=non_whole),,,,,,,,,,,
81,,n,property-v,,(c=property-v) & ((bIGc) <> (dIVb)) & ((bIGc) > (bIGe)) & (e=non_whole),,,,,,,,,,,
82,,n,property-v,,"EXP: In 'p is-v always true', 'always' is a property-v of p.",,,,,,,,,,,
83,,n,reality-t,,((c=reality-t) <> (pIc)) & ((dIGe) > (d~IGc)) & ((c=reality-t) > ((cIGf) & (cIGg))) & ((qIc) > (cHWq)) &  (e=thing) & (f=non_relationship) & (g=relationship),,,,,,,,,,,
84,,n,sensation,,(c=sensation) & ((bIGc) <> (bSSd)) & ((bIGc) > (bIGe)) & (e=non_whole),,,,,,,,,,,
85,,n,sensorium,,(c=sensorium) & ((bIGc) <> ((bHWd) <> (eSSd))),,,,,,,,,,,
86,,na,thing,,See atomic categories,,,,,,,,,,,
87,,n,thought,,(c=thought) & ((bIGc) <> (dTKb)) & ((bIGc) > (bIGe)) & ((bIGc) <> (bAIf)) & (e=relationship),,,,,,,,,,,
88,,n,whole,,(c=whole) & ((bIGc) <> (bHWd)),,,,,,,,,,,
89,,,.,,,,,,,,,,,,,
90,,,.,,Metalinguistic Atoms,,,,,,,,,,,
91,,,.,,,,,,,,,,,,,
92,,na,abbreviation,,(c=abbreviation) & ((bIGc) <> ((bIGd) ed^ (bIGe))) & (d=constant) & (e=variable),,,,,,,,,,,
93,,na,adjective,,(wildly disjunctive),,,,,,,,,,,
94,,na,constant,,indefinable,,,,,,,,,,,
95,,na,intransitive verb,,(wildly disjunctive),,,,,,,,,,,
96,,na,intransitive verb,,"E.g. In the sentence 'something happened', 'happened' is an intransitive verb, that is to say, a noun does not follow it.",,,,,,,,,,,
97,,na,noun,,indefinable,,,,,,,,,,,
98,,na,noun form,,indefinable,,,,,,,,,,,
99,,na,plural form,,indefinable,,,,,,,,,,,
100,,,non_spatio_temporal,,(wildly disjunctive),,,,,,,,,,,
101,,,spatio_temporal,,(wildly disjunctive),,,,,,,,,,,
102,,,active,,(wildly disjunctive),,,,,,,,,,,
103,,,passive,,(wildly disjunctive),,,,,,,,,,,
104,,na,relation,,(c=relation) & ((bIGc) > (bIGd)) & (d=non_whole),,,,,,,,,,,
105,,rai,relational variable,R,indefinable,,,,,,,,,,,
106,,na,relatum,,(c=relatum) & ((bIGc) <> (bRd)) & ((eIGc) <> (fRe)),,,,,,,,,,,
107,,a,root (word),,"(wildly disjunctive), (c=root) & ((bIAc) > (bIGd)) & (d=word)",,,,,,,,,,,
108,,na,singular form,,(wildly disjunctive),,,,,,,,,,,
109,,na,subject,,hard coded - the first relatum is the subject,,,,,,,,,,,
110,,na,subject-i,,indefinable (must occur in if the relation is an intransitive verb),,,,,,,,,,,
111,,na,subject-i,,"E.g. In the sentence 'something happened', 'something' is a subject-i",,,,,,,,,,,
112,,na,variable,,indefinable,,,,,,,,,,,
113,,na,verb form,,(wildly disjunctive),,,,,,,,,,,
